COLLNUM,Taxon.Name,CATNUM,PRESTYPE,STATUS,ORIGLOCAL,Locality.Selector,LocalityQualifier,ISGPPROV,COLLECTOR,DATECOLL1,gps,elevation,country,province,locality,site,lat,lon,gps_raw,A or B?
FK 6370,Oreophryne inornata,16250,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Camp 1, Oya Waka - 9° 27.370' S, 150° 33.575' E, 984 m. = F Kraus field catalogue; see master list of localities in the Accession file","Oya Waka, S slopes, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Oya Waka, S slopes, ""Camp 1""    :    984 m    :    9.4561666ºS  150.5595833ºE.}",,Milne Bay Prov.,F Kraus and F Malesa,09 Sep 2002,"-9.4561666, 150.5595833",984 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Oya Waka, S slopes, Camp 1",-9.4561666,150.5595833,9.4561666ºS 150.5595833ºE,A
FK 6434,Oreophryne inornata,16251,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Camp 1, Oya Waka - 9° 27.370' S, 150° 33.575' E, 984 m. = F Kraus field catalogue; see master list of localities in the Accession file","Oya Waka, S slopes, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Oya Waka, S slopes, ""Camp 1""    :    984 m    :    9.4561666ºS  150.5595833ºE.}",,Milne Bay Prov.,F Kraus and F Malesa,13 Sep 2002,"-9.4561666, 150.5595833",984 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Oya Waka, S slopes, Camp 1",-9.4561666,150.5595833,9.4561666ºS 150.5595833ºE,A
FK 6435,Oreophryne inornata,16252,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Camp 1, Oya Waka - 9° 27.370' S, 150° 33.575' E, 984 m. = F Kraus field catalogue; see master list of localities in the Accession file","Oya Waka, S slopes, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Oya Waka, S slopes, ""Camp 1""    :    984 m    :    9.4561666ºS  150.5595833ºE.}",,Milne Bay Prov.,F Kraus and F Malesa,13 Sep 2002,"-9.4561666, 150.5595833",984 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Oya Waka, S slopes, Camp 1",-9.4561666,150.5595833,9.4561666ºS 150.5595833ºE,A
FK 6436,Oreophryne inornata,16253,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Camp 1, Oya Waka - 9° 27.370' S, 150° 33.575' E, 984 m. = F Kraus field catalogue; see master list of localities in the Accession file","Oya Waka, S slopes, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Oya Waka, S slopes, ""Camp 1""    :    984 m    :    9.4561666ºS  150.5595833ºE.}",,Milne Bay Prov.,F Kraus and F Malesa,13 Sep 2002,"-9.4561666, 150.5595833",984 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Oya Waka, S slopes, Camp 1",-9.4561666,150.5595833,9.4561666ºS 150.5595833ºE,A
FK 6445,Oreophryne inornata,16254,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Camp 1, Oya Waka - 9° 27.370' S, 150° 33.575' E, 984 m. = F Kraus field catalogue; see master list of localities in the Accession file","Oya Waka, S slopes, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Oya Waka, S slopes, ""Camp 1""    :    984 m    :    9.4561666ºS  150.5595833ºE.}",,Milne Bay Prov.,F Kraus and F Malesa,13 Sep 2002,"-9.4561666, 150.5595833",984 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Oya Waka, S slopes, Camp 1",-9.4561666,150.5595833,9.4561666ºS 150.5595833ºE,A
FK 6446,Oreophryne inornata,16255,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Camp 1, Oya Waka - 9° 27.370' S, 150° 33.575' E, 984 m. = F Kraus field catalogue; see master list of localities in the Accession file","Oya Waka, S slopes, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Oya Waka, S slopes, ""Camp 1""    :    984 m    :    9.4561666ºS  150.5595833ºE.}",,Milne Bay Prov.,F Kraus and F Malesa,13 Sep 2002,"-9.4561666, 150.5595833",984 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Oya Waka, S slopes, Camp 1",-9.4561666,150.5595833,9.4561666ºS 150.5595833ºE,A
FK 6447,Oreophryne inornata,16256,alcoholic + alc gut,"installed, Dec 2003","Fergusson Is., Camp 1, Oya Waka - 9° 27.370' S, 150° 33.575' E, 984 m. = F Kraus field catalogue; see master list of localities in the Accession file","Oya Waka, S slopes, ""Camp 1"" {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Oya Waka, S slopes, ""Camp 1""    :    984 m    :    9.4561666ºS  150.5595833ºE.}",,Milne Bay Prov.,F Kraus and F Malesa,13 Sep 2002,"-9.4561666, 150.5595833",984 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Oya Waka, S slopes, Camp 1",-9.4561666,150.5595833,9.4561666ºS 150.5595833ºE,A
no FK #,Oreophryne inornata,17691,13 eggs + 2 eggs embedded in paraffin (unsectioned),"installed, eggs in paraffin stored with slide collection","Mt. Kilkerran, 1400 m = loose label with specimen; see master list of localities in the Accession file","Mt. Kilkerran (=Oya Tabu), E slope {Papua New Guinea: Milne Bay Prov.: Fergusson Island: Mt. Kilkerran (=Oya Tabu), E slope    :    1400 m    :    9.4591333ºS  150.7808666ºE.}",,Milne Bay Prov.,F Kraus,27 Aug 2002,"-9.4591333, 150.7808666",1400 m,Papua New Guinea,Milne Bay Prov.,Fergusson Island,"Mt. Kilkerran (=Oya Tabu), E slope",-9.4591333,150.7808666,9.4591333ºS 150.7808666ºE,A
FK 7966,Oreophryne lemur,18507,alcoholic,installed July 2017,"nr. Woitape, 1620 m, 8.45538° S, 147.26301° E  (GPS datum WGS84) = from F Kraus field catalog","Woitape, 1.2 km E {Papua New Guinea: Central Prov.: Woitape, 1.2 km E    :    1620 m    :    8.45682ºS [8.45538° S (WGS 84)]  147.26199ºE [147.26301° E (WGS 84)].}",,Central Prov.,F Kraus,02 Oct 2003,"-8.45682, 147.26199",1620 m,Papua New Guinea,Central Prov.,"Woitape, 1.2 km E    ","Woitape, 1.2 km E",-8.45682,147.26199,8.45682ºS 147.26199ºE ,A
FK 7967,Oreophryne lemur,18508,alcoholic,installed July 2017,"nr. Woitape, 1620 m, 8.45538° S, 147.26301° E  (GPS datum WGS84) = from F Kraus field catalog","Woitape, 1.2 km E {Papua New Guinea: Central Prov.: Woitape, 1.2 km E    :    1620 m    :    8.45682ºS [8.45538° S (WGS 84)]  147.26199ºE [147.26301° E (WGS 84)].}",,Central Prov.,F Kraus,02 Oct 2003,"-8.45682, 147.26199",1620 m,Papua New Guinea,Central Prov.,"Woitape, 1.2 km E    ","Woitape, 1.2 km E",-8.45682,147.26199,8.45682ºS 147.26199ºE ,A
FK 7968,Oreophryne lemur,18509,alcoholic,installed June 2017,"nr. Woitape, 1620 m, 8.45538° S, 147.26301° E  (GPS datum WGS84) = from F Kraus field catalog","Woitape, 1.2 km E {Papua New Guinea: Central Prov.: Woitape, 1.2 km E    :    1620 m    :    8.45682ºS [8.45538° S (WGS 84)]  147.26199ºE [147.26301° E (WGS 84)].}",,Central Prov.,F Kraus,02 Oct 2003,"-8.45682, 147.26199",1620 m,Papua New Guinea,Central Prov.,"Woitape, 1.2 km E    ","Woitape, 1.2 km E",-8.45682,147.26199,8.45682ºS 147.26199ºE ,A
AA 14530,Oreophryne loriae,13154,alcoholic,"installed, Aug 2001","Lakekamu ""Ivimka""  /  lower camp =  Allison catalog.  ""Along East branch of Avi Avi River, 120m elev."" =   Allison memo in acc'n file.","Avi Avi River, E branch, 5.5km S & 5.6km W of Tekadu Airstrip, Ivimka Field Station, (along river) {Papua New Guinea: Gulf Prov.: Avi Avi River, E branch, 5.5km S & 5.6km W of Tekadu Airstrip, Ivimka Field Station, (along river)    :    120 m    :    7.73",,Gulf Prov.,A Allison,18 Oct 1996,"--, Avi Avi River, E branch, 5.5km S & 5.6km W of Tekadu Airstrip, Ivimka Field tation, {Papua New Guinea: Gulf Prov.: Avi Avi River,  branch, 5.5km - & 5.6km  of Tekadu Airstrip, Ivimka Field Station, : 120 m : 7.73",120 m,Papua New Guinea,Gulf Prov.,"Avi Avi River, E branch, 5.5km S & 5.6km W of Tekadu Airstrip, Ivimka Field Station, (along river)    ","Avi Avi River, E branch, 5.5km S & 5.6km W of Tekadu Airstrip, Ivimka Field Station, (along river)",NA,NA,"Avi Avi River, E branch, 5.5km S & 5.6km W of Tekadu Airstrip, Ivimka Field Station, {Papua New Guinea: Gulf Prov.: Avi Avi River, E branch, 5.5km S & 5.6km W of Tekadu Airstrip, Ivimka Field Station, : 120 m : 7.73",A
FK 11338,Oreophryne loriae,22537,alcoholic,installed June 2017,"Central Prov., near Point 28 = F Kraus catalog.  ;  from F Kraus catalog Point 28 = 9.44953° S, 147.62562° E (AGD66), 373 m.","Moroka, 3.2 km ESE, (near Point 28) {Papua New Guinea: Central Prov.: Moroka, 3.2 km ESE, (near Point 28)    :    360-400 m    :    9.44953ºS  147.62562ºE.}",,Central Prov.,F Kraus,19 Mar 2005,"-9.44953, 147.62562",360-400 m,Papua New Guinea,Central Prov.,"Moroka, 3.2 km ESE, (near Point 28)    ","Moroka, 3.2 km ESE, (near Point 28)",-9.44953,147.62562,9.44953ºS 147.62562ºE,A
FK 11339,Oreophryne loriae,22538,alcoholic,installed June 2017,"Central Prov., near Point 28 = F Kraus catalog.  ;  from F Kraus catalog Point 28 = 9.44953° S, 147.62562° E (AGD66), 373 m.","Moroka, 3.2 km ESE, (near Point 28) {Papua New Guinea: Central Prov.: Moroka, 3.2 km ESE, (near Point 28)    :    360-400 m    :    9.44953ºS  147.62562ºE.}",,Central Prov.,F Kraus,19 Mar 2005,"-9.44953, 147.62562",360-400 m,Papua New Guinea,Central Prov.,"Moroka, 3.2 km ESE, (near Point 28)    ","Moroka, 3.2 km ESE, (near Point 28)",-9.44953,147.62562,9.44953ºS 147.62562ºE,A
FK 11340,Oreophryne loriae,22539,alcoholic,installed June 2017,"Central Prov., near Point 28 = F Kraus catalog.  ;  from F Kraus catalog Point 28 = 9.44953° S, 147.62562° E (AGD66), 373 m.","Moroka, 3.2 km ESE, (near Point 28) {Papua New Guinea: Central Prov.: Moroka, 3.2 km ESE, (near Point 28)    :    360-400 m    :    9.44953ºS  147.62562ºE.}",,Central Prov.,F Kraus,19 Mar 2005,"-9.44953, 147.62562",360-400 m,Papua New Guinea,Central Prov.,"Moroka, 3.2 km ESE, (near Point 28)    ","Moroka, 3.2 km ESE, (near Point 28)",-9.44953,147.62562,9.44953ºS 147.62562ºE,A
AA 18402,Oreophryne loriae,27487,alcoholic,returned 16 Aug 2016 and awaiting reinstallation,"Heuberovo Camp, Central Province, PNG = verbal from A Allison/k imada 20 Dec 2007.","Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff {Papua New Guinea: Central Prov.: Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff    :    600 m    :    9.39575ºS  147.5699ºE.}",,Central Prov.,A Allison,10 Aug 2005,"-9.39575, 147.5699",600 m,Papua New Guinea,Central Prov.,"Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff    ","Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff",-9.39575,147.5699,9.39575ºS 147.5699ºE,A
AA 18403,Oreophryne loriae,27488,alcoholic,installed July 2017,"Heuberovo Camp, Central Province, PNG = verbal from A Allison/k imada 20 Dec 2007.","Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff {Papua New Guinea: Central Prov.: Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff    :    600 m    :    9.39575ºS  147.5699ºE.}",,Central Prov.,A Allison,10 Aug 2005,"-9.39575, 147.5699",600 m,Papua New Guinea,Central Prov.,"Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff    ","Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff",-9.39575,147.5699,9.39575ºS 147.5699ºE,A
AA 18404,Oreophryne loriae,27489,alcoholic,returned 16 Aug 2016 and awaiting reinstallation,"Heuberovo Camp, Central Province, PNG = verbal from A Allison/k imada 20 Dec 2007.","Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff {Papua New Guinea: Central Prov.: Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff    :    600 m    :    9.39575ºS  147.5699ºE.}",,Central Prov.,A Allison,10 Aug 2005,"-9.39575, 147.5699",600 m,Papua New Guinea,Central Prov.,"Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff    ","Heuberovo Camp, 2.2 km S and 3.1 km W of Wori Wori (= Vori Vori) Bluff",-9.39575,147.5699,9.39575ºS 147.5699ºE,A
FK 15020,Oreophryne loriae,38987,alcoholic,"installed, Mar 2016","Trail fork [ = Papua New Guinea: Milne Bay Prov., 10.02463°S, 150.97862°E, 55m] = from F Kraus field catalogue",,,,F Kraus,03 Mar 2011,", ",,,,,,NA,NA,,A
AA 24686,Oreophryne loriae,47656,alcoholic,"Installed, Aug 2020","Collection 2, 2nd camp; 9.44613 147.36696 748mm = collector field catalog; Around second camp, 2m in pandanus tree [coordinates same as catalog] = AA CATALOGUE spreadsheet.","Varirata National Park {Papua New Guinea: Central Prov.: Varirata National Park, 2nd Camp    :    748 m    :    9.44613ºS [9.44613]  147.36696ºE [147.36696].}",,Central Prov.,A Allison,16 Nov 2017,"-9.44613, 147.36696",748 m,Papua New Guinea,Central Prov.,"Varirata National Park, 2nd Camp    ",Varirata National Park,-9.44613,147.36696,9.44613ºS 147.36696ºE ,A
AA 24727,Oreophryne loriae,47688,alcoholic,"Installed, Aug 2020","Net 5 area, Scarp track = collector field catalog; 9.44619 147.35568, 855m = AA CATALOGUE spreadsheet.","Varirata National Park {Papua New Guinea: Central Prov.: Varirata National Park, Scarp track, net 5 area    :    855 m    :    9.44619ºS [9.44619]  147.35568ºE [147.35568].}",,Central Prov.,A Allison,25 Nov 2017,"-9.44619, 147.35568",855 m,Papua New Guinea,Central Prov.,"Varirata National Park, Scarp track, net 5 area    ",Varirata National Park,-9.44619,147.35568,9.44619ºS 147.35568ºE ,A
FK 12444,Oreophryne notata,33672,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,17 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12445,Oreophryne notata,33673,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,17 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12446,Oreophryne notata,33674,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,17 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12447,Oreophryne notata,33675,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,17 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12528,Oreophryne notata,33676,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,18 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12529,Oreophryne notata,33677,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,19 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12530,Oreophryne notata,33678,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,19 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12568,Oreophryne notata,33679,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,20 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12569,Oreophryne notata,33680,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,20 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12570,Oreophryne notata,33681,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,20 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12571,Oreophryne notata,33682,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,20 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12581,Oreophryne notata,33683,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,21 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12582,Oreophryne notata,33684,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,21 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12583,Oreophryne notata,33685,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,21 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
FK 12584,Oreophryne notata,33686,alcoholic + alc gut,"installed, Oct 2009","Papua New Guinea: Southern Highlands Prov., Camp 1 (5.66954° S, 142.62334° E), 2177 m) = from F Kraus field catalogue *;* E slope Mt. Itukua = from email by F Kraus dated 24 Aug 2009.","Mt. Itukua, E slope (4.13 km SW Tangi) {Papua New Guinea: Southern Highlands Prov.: Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    :    2177 m    :    5.66954ºS [5.66954° S (WGS 84)]  142.62334ºE [142.62334° E (WGS 84)].}",,Southern Highlands Prov.,F Kraus,21 Mar 2009,"-5.66954, 142.62334",2177 m,Papua New Guinea,Southern Highlands Prov.,"Mt. Itukua, E slope (4.13 km SW Tangi), camp 1    ","Mt. Itukua, E slope (4.13 km SW Tangi)",-5.66954,142.62334,5.66954ºS 142.62334ºE ,A
